session_duration,age,married,has_children,hotel_booked,hotel_discount,p_treat,p_control,uplift,uplift_segment,user_id
0.63,28,1,1,0,0,0.01,0.01,0.01,Sure Thing,513096
1.48,46,0,0,0,0,0.22,0.11,0.12,Persuadable,513206
3.48,43,0,0,1,1,0.71,0.7,0.01,Sure Thing,513366
1.1,55,1,1,0,0,0.07,0.02,0.06,Persuadable,513638
2.65,43,1,1,1,0,0.68,0.68,-0.0,Sure Thing,513807
5.13,47,0,1,1,0,0.68,0.62,0.06,Persuadable,513853
2.95,48,0,0,1,0,0.71,0.72,-0.01,Sure Thing,515058
0.37,37,1,0,0,0,0.01,0.01,0.0,Sure Thing,516375
2.83,52,1,0,1,0,0.69,0.71,-0.01,Sure Thing,516528
0.9,37,1,0,0,1,0.01,0.01,0.0,Sure Thing,517633
2.63,80,1,0,1,0,0.49,0.3,0.18,Persuadable,517715
2.85,37,0,1,1,0,0.69,0.69,-0.0,Sure Thing,517772
5.3,44,0,0,1,0,0.68,0.67,0.02,Sure Thing,518416
1.32,33,0,0,0,0,0.15,0.12,0.03,Sure Thing,518639
1.63,36,0,1,0,0,0.22,0.12,0.1,Persuadable,518696
3.43,16,0,1,0,1,0.29,0.24,0.05,Persuadable,518726
2.9,44,1,1,1,0,0.67,0.68,-0.01,Sure Thing,519117
2.97,39,1,1,1,0,0.67,0.68,-0.01,Sure Thing,519725
0.12,50,0,0,0,0,0.01,0.01,0.0,Sure Thing,520307
0.6,40,0,0,0,0,0.01,0.01,0.0,Sure Thing,520696
1.45,49,1,0,0,0,0.19,0.12,0.07,Persuadable,520877
1.78,40,0,0,0,0,0.24,0.11,0.12,Persuadable,521044
1.15,33,0,0,0,0,0.08,0.05,0.04,Sure Thing,521235
0.83,16,0,1,0,0,0.01,0.0,0.01,Sure Thing,522134
6.83,36,0,0,1,0,0.69,0.67,0.02,Sure Thing,522171
1.6,45,1,0,1,0,0.21,0.12,0.09,Persuadable,522445
3.2,49,1,0,1,0,0.7,0.71,-0.01,Sure Thing,522484
0.27,39,0,0,0,0,0.01,0.01,0.0,Sure Thing,522738
0.63,40,1,1,0,0,0.01,0.0,0.01,Sure Thing,523158
0.38,41,1,1,0,0,0.02,0.0,0.01,Sure Thing,523686
1.23,20,1,0,0,0,0.15,0.12,0.03,Sure Thing,523938
2.5,38,0,0,1,0,0.7,0.72,-0.02,Sure Thing,524120
13.57,46,1,0,0,0,0.73,0.68,0.04,Sure Thing,524682
0.85,38,1,0,0,1,0.01,0.01,0.0,Sure Thing,525043
2.73,47,1,0,1,0,0.7,0.71,-0.01,Sure Thing,525053
12.87,32,1,1,0,1,0.66,0.6,0.05,Persuadable,526203
1.93,43,1,0,0,1,0.27,0.33,-0.05,Do Not Disturb,526492
2.87,54,1,1,1,0,0.67,0.68,-0.01,Sure Thing,526913
5.25,35,1,0,1,0,0.66,0.66,0.0,Sure Thing,527564
1.48,46,0,0,1,1,0.22,0.11,0.12,Persuadable,528744
0.77,46,0,1,0,0,0.01,0.01,0.0,Sure Thing,528929
1.38,45,1,1,0,0,0.21,0.12,0.09,Persuadable,529689
2.02,47,1,0,1,0,0.47,0.51,-0.04,Do Not Disturb,530213
1.17,29,0,0,0,0,0.1,0.07,0.03,Sure Thing,530383
1.77,48,1,0,1,1,0.24,0.12,0.12,Persuadable,530649
1.48,38,0,1,0,0,0.25,0.12,0.14,Persuadable,531006
3.23,46,0,0,1,0,0.71,0.72,-0.01,Sure Thing,531020
0.6,39,1,0,0,0,0.01,0.01,0.01,Sure Thing,531789
1.73,50,1,1,0,0,0.22,0.13,0.09,Persuadable,533388
2.33,41,1,1,1,1,0.66,0.68,-0.02,Sure Thing,534066
3.28,43,0,0,1,0,0.71,0.72,-0.01,Sure Thing,534939
3.98,33,0,0,1,0,0.66,0.63,0.02,Sure Thing,535060
2.23,40,0,0,0,0,0.63,0.71,-0.07,Do Not Disturb,535734
6.43,19,0,1,0,0,0.38,0.24,0.14,Persuadable,537400
2.5,44,1,1,1,0,0.68,0.68,-0.0,Sure Thing,538188
0.25,16,0,0,0,0,0.01,0.0,0.01,Sure Thing,539493
1.62,19,0,0,0,0,0.17,0.1,0.07,Persuadable,539899
1.62,56,1,0,0,0,0.21,0.13,0.07,Persuadable,540966
2.02,71,1,0,0,0,0.35,0.12,0.23,Persuadable,541047
2.83,25,0,0,0,0,0.61,0.61,0.01,Sure Thing,541497
1.12,37,0,1,0,0,0.08,0.03,0.05,Sure Thing,541612
0.53,47,1,0,0,1,0.01,0.01,0.0,Sure Thing,542230
1.42,16,0,0,0,0,0.13,0.11,0.02,Sure Thing,543126
0.9,35,0,1,0,0,0.01,0.01,0.0,Sure Thing,544685
1.63,35,1,1,0,0,0.24,0.14,0.1,Persuadable,544698
0.88,20,0,1,0,0,0.02,0.0,0.01,Sure Thing,545810
1.72,56,0,0,0,0,0.24,0.12,0.12,Persuadable,545958
0.87,20,0,0,0,0,0.01,0.0,0.01,Sure Thing,546164
2.23,37,0,0,1,0,0.62,0.71,-0.08,Do Not Disturb,546900
1.15,49,0,0,0,0,0.08,0.03,0.04,Sure Thing,547100
2.9,20,0,0,1,0,0.5,0.34,0.16,Persuadable,547825
0.65,38,0,1,0,0,0.01,0.01,0.0,Sure Thing,547911
2.55,25,0,0,0,0,0.62,0.6,0.02,Sure Thing,548185
0.62,22,0,0,0,0,0.01,0.0,0.0,Sure Thing,549472
0.38,57,1,1,0,0,0.02,0.0,0.01,Sure Thing,549608
0.77,49,1,0,0,0,0.01,0.01,0.01,Sure Thing,549988
0.5,71,1,0,0,0,0.02,0.0,0.02,Sure Thing,550400
1.37,46,0,0,0,0,0.17,0.11,0.07,Persuadable,550985
1.12,16,0,1,0,0,0.05,0.07,-0.02,Sure Thing,551486
2.25,28,1,0,0,0,0.64,0.66,-0.01,Sure Thing,551615
0.52,16,0,0,0,0,0.01,0.0,0.01,Sure Thing,551990
0.25,55,1,1,0,0,0.01,0.0,0.01,Sure Thing,552165
1.47,37,0,0,0,0,0.2,0.11,0.08,Persuadable,552473
1.0,51,1,1,0,0,0.02,0.01,0.01,Sure Thing,552598
6.15,44,1,0,1,0,0.67,0.66,0.01,Sure Thing,552861
0.73,45,1,1,0,0,0.02,0.0,0.01,Sure Thing,553151
0.5,40,0,1,0,0,0.01,0.01,0.0,Sure Thing,553533
2.6,52,1,0,1,0,0.7,0.71,-0.01,Sure Thing,553645
0.35,23,0,0,0,0,0.01,0.0,0.0,Sure Thing,554217
0.37,23,0,0,0,0,0.01,0.0,0.0,Sure Thing,554450
1.02,22,1,1,0,1,0.04,0.01,0.03,Sure Thing,554681
0.73,23,0,0,0,0,0.01,0.0,0.0,Sure Thing,554939
0.65,43,1,1,0,0,0.02,0.0,0.01,Sure Thing,555180
4.52,62,1,0,0,0,0.47,0.52,-0.05,Do Not Disturb,555187
2.6,52,1,0,0,0,0.7,0.71,-0.01,Sure Thing,555191
0.4,48,1,1,0,0,0.02,0.0,0.01,Sure Thing,555193
2.53,58,0,0,1,0,0.62,0.64,-0.02,Sure Thing,555275
1.25,74,1,0,0,0,0.13,0.13,0.0,Sure Thing,555418
1.13,28,0,0,0,0,0.09,0.04,0.05,Persuadable,555478
2.75,48,1,0,0,0,0.7,0.71,-0.01,Sure Thing,555521
0.65,21,0,0,0,0,0.01,0.0,0.0,Sure Thing,555773
1.05,33,0,0,0,0,0.01,0.03,-0.01,Sure Thing,555934
1.53,67,1,0,0,0,0.19,0.13,0.06,Persuadable,555960
1.4,46,0,0,0,0,0.17,0.11,0.07,Persuadable,556214
0.38,56,0,0,0,0,0.01,0.01,0.0,Sure Thing,556621
1.1,51,1,0,0,0,0.08,0.03,0.05,Persuadable,556622
0.77,37,0,0,0,0,0.01,0.01,0.0,Sure Thing,556714
1.57,50,1,0,1,1,0.2,0.12,0.08,Persuadable,556830
1.73,16,0,0,0,0,0.14,0.09,0.04,Sure Thing,556900
3.25,57,1,0,1,0,0.59,0.61,-0.02,Sure Thing,556904
5.95,55,1,0,1,0,0.65,0.65,-0.0,Sure Thing,557033
1.0,38,0,0,0,0,0.01,0.01,0.0,Sure Thing,557118
0.48,55,1,0,0,0,0.01,0.01,0.0,Sure Thing,557134
0.53,52,1,0,0,0,0.01,0.01,0.0,Sure Thing,557236
4.53,25,1,1,1,0,0.65,0.54,0.11,Persuadable,557262
2.7,45,0,0,1,0,0.71,0.72,-0.01,Sure Thing,557298
0.5,47,1,1,0,0,0.01,0.0,0.01,Sure Thing,557307
2.62,45,1,0,1,0,0.69,0.71,-0.01,Sure Thing,557314
0.88,41,0,0,0,0,0.01,0.01,0.0,Sure Thing,557343
4.72,37,0,0,1,0,0.68,0.67,0.01,Sure Thing,557449
0.82,46,0,0,0,0,0.01,0.01,0.0,Sure Thing,557476
1.38,24,0,1,1,0,0.21,0.13,0.08,Persuadable,557492
0.77,33,0,0,0,1,0.01,0.0,0.01,Sure Thing,557508
3.5,41,0,1,1,0,0.7,0.68,0.02,Sure Thing,557525
2.7,37,1,0,1,0,0.69,0.71,-0.02,Do Not Disturb,557562
0.58,44,0,0,0,0,0.01,0.01,0.0,Sure Thing,557643
0.27,48,1,0,0,1,0.01,0.01,0.01,Sure Thing,557726
3.65,47,1,0,1,1,0.7,0.69,0.01,Sure Thing,557815
3.4,16,0,0,1,0,0.42,0.31,0.11,Persuadable,557834
3.45,45,1,0,1,1,0.69,0.69,0.0,Sure Thing,557851
1.18,37,0,0,0,0,0.09,0.08,0.01,Sure Thing,557876
3.45,44,1,0,1,0,0.69,0.69,0.0,Sure Thing,557963
1.18,16,0,0,0,0,0.06,0.09,-0.02,Do Not Disturb,557986
1.93,37,1,0,0,0,0.25,0.32,-0.07,Do Not Disturb,558019
0.27,48,1,0,0,0,0.01,0.01,0.01,Sure Thing,558081
2.73,34,0,0,1,0,0.7,0.69,0.01,Sure Thing,558138
1.25,16,0,0,1,0,0.11,0.1,0.01,Sure Thing,558202
2.77,38,0,1,1,0,0.69,0.69,0.0,Sure Thing,558300
4.85,38,1,1,1,0,0.65,0.6,0.05,Sure Thing,558388
0.52,55,1,0,0,0,0.01,0.01,0.0,Sure Thing,558394
3.02,54,1,1,1,0,0.67,0.68,-0.01,Sure Thing,558506
0.53,43,1,1,0,0,0.02,0.0,0.01,Sure Thing,558651
1.58,42,1,1,0,0,0.25,0.12,0.13,Persuadable,558682
2.7,43,1,0,1,0,0.69,0.71,-0.01,Sure Thing,558774
1.0,37,1,1,0,0,0.01,0.01,0.01,Sure Thing,558786
1.27,57,0,1,0,0,0.2,0.11,0.09,Persuadable,558852
3.45,42,1,1,1,0,0.67,0.67,-0.0,Sure Thing,558966
1.13,50,1,1,0,0,0.08,0.02,0.05,Persuadable,559094
0.25,33,1,1,0,0,0.02,0.0,0.01,Sure Thing,559146
1.78,63,1,1,1,0,0.19,0.21,-0.03,Do Not Disturb,559176
1.6,58,1,0,0,0,0.18,0.13,0.04,Sure Thing,559194
0.77,37,1,1,0,1,0.01,0.0,0.01,Sure Thing,559226
1.22,56,0,0,0,0,0.09,0.11,-0.02,Sure Thing,559228
2.0,35,0,1,0,0,0.47,0.46,0.01,Sure Thing,189676
2.57,63,1,0,0,0,0.54,0.54,0.0,Sure Thing,343928
2.28,39,0,0,1,0,0.68,0.72,-0.04,Do Not Disturb,432941
1.8,42,0,0,0,0,0.23,0.11,0.12,Persuadable,438406
3.65,50,1,0,1,0,0.7,0.69,0.01,Sure Thing,439052
0.27,53,1,1,0,0,0.01,0.0,0.01,Sure Thing,442812
1.28,37,1,0,0,1,0.16,0.13,0.03,Sure Thing,454430
0.85,41,0,0,0,0,0.01,0.01,0.0,Sure Thing,458688
8.38,40,1,1,1,0,0.64,0.6,0.04,Sure Thing,476436
4.98,43,0,0,1,1,0.68,0.67,0.02,Sure Thing,476714
0.5,28,0,0,0,0,0.01,0.0,0.01,Sure Thing,478188
2.3,72,1,0,0,0,0.35,0.29,0.06,Persuadable,486046
0.97,35,0,1,0,0,0.01,0.01,-0.0,Sure Thing,490671
1.0,43,0,1,0,0,0.01,0.01,-0.0,Sure Thing,494441
4.57,51,1,0,0,0,0.67,0.66,0.01,Sure Thing,499751
2.13,29,1,0,0,0,0.6,0.54,0.07,Persuadable,501436
4.03,16,0,1,0,0,0.28,0.22,0.06,Persuadable,501780
0.83,39,0,0,0,0,0.01,0.01,0.0,Sure Thing,503418
0.38,44,1,0,0,0,0.01,0.01,0.0,Sure Thing,504133
1.05,20,0,1,0,0,0.02,0.02,0.01,Sure Thing,508611
0.62,31,1,0,0,1,0.01,0.0,0.01,Sure Thing,512024
2.7,34,0,0,0,0,0.7,0.69,0.01,Sure Thing,512099
1.6,37,1,1,0,0,0.26,0.13,0.12,Persuadable,512443
2.13,39,0,0,1,0,0.62,0.59,0.03,Sure Thing,512610
0.85,46,0,0,0,0,0.01,0.01,0.0,Sure Thing,513206
0.5,59,0,0,0,0,0.01,0.01,0.0,Sure Thing,513568
2.62,21,0,0,0,0,0.54,0.32,0.21,Persuadable,513714
3.4,54,1,1,1,1,0.67,0.67,-0.01,Sure Thing,513917
0.48,36,1,0,0,0,0.01,0.01,0.0,Sure Thing,514003
2.07,37,0,0,0,0,0.6,0.56,0.04,Sure Thing,514395
0.87,16,0,0,0,0,0.01,0.0,0.01,Sure Thing,514876
1.28,16,0,0,0,0,0.13,0.1,0.03,Sure Thing,514925
1.83,45,0,1,0,0,0.23,0.15,0.08,Persuadable,515168
3.02,54,1,0,1,0,0.68,0.71,-0.02,Do Not Disturb,516061
2.62,27,0,1,1,1,0.66,0.67,-0.01,Sure Thing,516178
3.58,50,1,0,1,1,0.7,0.69,0.01,Sure Thing,516251
1.35,37,0,0,0,0,0.15,0.11,0.03,Sure Thing,516789
1.2,67,1,0,1,0,0.14,0.15,-0.01,Sure Thing,517131
2.38,43,1,1,1,0,0.66,0.68,-0.02,Sure Thing,517284
1.57,39,1,0,0,0,0.2,0.13,0.07,Persuadable,517445
1.42,53,1,1,0,0,0.18,0.12,0.05,Persuadable,517596
2.8,37,1,0,1,0,0.68,0.71,-0.02,Do Not Disturb,517633
3.0,34,0,0,1,1,0.7,0.69,0.01,Sure Thing,518127
0.52,20,0,0,0,0,0.01,0.0,0.01,Sure Thing,518354
2.35,45,0,0,0,0,0.7,0.72,-0.02,Sure Thing,518541
2.3,42,0,0,1,0,0.69,0.72,-0.03,Do Not Disturb,518612
0.37,16,0,1,0,1,0.01,0.0,0.01,Sure Thing,518726
3.0,43,1,0,1,0,0.69,0.71,-0.01,Sure Thing,519210
7.33,26,0,1,0,0,0.62,0.58,0.04,Sure Thing,519260
0.42,32,0,1,0,1,0.01,0.0,0.01,Sure Thing,519419
2.9,30,1,0,1,0,0.68,0.67,0.01,Sure Thing,519709
0.67,36,0,0,0,0,0.01,0.01,0.0,Sure Thing,519955
1.23,52,1,0,0,1,0.09,0.12,-0.03,Do Not Disturb,519957
0.53,30,0,1,0,1,0.01,0.0,0.01,Sure Thing,520561
12.78,40,0,0,1,0,0.71,0.7,0.02,Sure Thing,520696
2.2,46,1,0,1,0,0.63,0.69,-0.06,Do Not Disturb,521416
1.93,21,0,0,0,0,0.22,0.17,0.05,Persuadable,522387
2.28,37,0,0,1,0,0.67,0.72,-0.05,Do Not Disturb,522633
1.33,67,0,0,0,0,0.22,0.1,0.11,Persuadable,523057
1.72,39,0,0,0,0,0.21,0.11,0.1,Persuadable,523474
2.52,34,0,0,1,0,0.7,0.69,0.01,Sure Thing,524080
5.27,53,0,0,0,1,0.68,0.67,0.01,Sure Thing,524511
0.4,48,1,0,0,0,0.01,0.01,0.01,Sure Thing,524628
0.25,38,1,0,0,1,0.01,0.01,0.0,Sure Thing,525043
0.25,53,0,0,0,0,0.01,0.01,-0.0,Sure Thing,525234
2.05,30,0,0,1,0,0.58,0.5,0.08,Persuadable,525244
2.35,37,0,0,1,0,0.69,0.72,-0.03,Do Not Disturb,525281
10.88,29,0,0,0,0,0.72,0.63,0.09,Persuadable,525332
0.4,51,1,1,0,0,0.02,0.0,0.01,Sure Thing,525356
3.33,47,1,0,0,0,0.7,0.7,0.0,Sure Thing,526354
2.52,52,0,0,0,0,0.71,0.72,-0.01,Sure Thing,526570
0.97,51,0,0,0,0,0.01,0.01,-0.0,Sure Thing,527132
1.35,33,0,1,0,0,0.21,0.12,0.09,Persuadable,527389
0.52,20,0,0,0,0,0.01,0.0,0.01,Sure Thing,527735
1.72,67,1,0,0,0,0.25,0.13,0.11,Persuadable,528137
2.12,41,0,0,1,0,0.64,0.58,0.05,Persuadable,528186
1.33,46,1,1,0,0,0.18,0.11,0.07,Persuadable,528455
3.58,35,0,0,0,0,0.71,0.7,0.01,Sure Thing,528844
2.12,46,0,1,0,0,0.61,0.53,0.07,Persuadable,528929
3.9,46,0,0,0,0,0.67,0.69,-0.02,Sure Thing,529840
3.5,64,1,1,1,0,0.42,0.48,-0.06,Do Not Disturb,529940
1.73,41,1,0,0,0,0.21,0.12,0.09,Persuadable,531339
2.97,18,0,1,1,0,0.4,0.31,0.09,Persuadable,532329
2.0,25,0,0,0,0,0.32,0.39,-0.07,Do Not Disturb,533199
0.63,58,1,1,0,0,0.01,0.0,0.01,Sure Thing,534378
0.13,50,0,1,0,0,0.01,0.01,0.0,Sure Thing,534903
1.7,36,0,0,0,0,0.17,0.12,0.05,Persuadable,535600
0.75,32,0,0,0,0,0.01,0.0,0.01,Sure Thing,535905
2.33,25,0,0,1,0,0.6,0.61,-0.01,Sure Thing,536652
3.5,44,0,0,1,1,0.71,0.7,0.01,Sure Thing,537393
0.38,68,1,0,0,0,0.01,0.0,0.01,Sure Thing,537481
0.13,16,0,0,0,0,0.01,0.0,0.01,Sure Thing,538139
11.33,35,1,0,1,1,0.72,0.67,0.04,Sure Thing,538641
1.47,23,1,1,0,0,0.22,0.11,0.11,Persuadable,538919
2.4,39,0,0,0,0,0.69,0.72,-0.03,Do Not Disturb,539300
0.63,16,0,0,0,0,0.01,0.0,0.01,Sure Thing,539962
5.1,33,0,1,1,0,0.66,0.58,0.08,Persuadable,540150
1.43,37,0,0,1,0,0.17,0.11,0.05,Persuadable,540252
2.78,38,1,1,1,0,0.67,0.68,-0.01,Sure Thing,542605
5.17,20,0,0,0,0,0.47,0.3,0.17,Persuadable,542857
1.77,50,1,1,0,0,0.23,0.13,0.1,Persuadable,543075
0.73,45,1,1,0,0,0.02,0.0,0.01,Sure Thing,543559
2.02,31,0,0,1,0,0.38,0.49,-0.11,Do Not Disturb,543810
1.97,43,1,1,1,0,0.37,0.34,0.04,Sure Thing,544449
1.28,35,1,1,0,0,0.17,0.12,0.05,Persuadable,544698
1.12,42,0,0,0,0,0.07,0.03,0.04,Sure Thing,544749
3.45,55,1,0,0,0,0.68,0.69,-0.01,Sure Thing,545208
0.98,24,0,0,0,0,0.01,0.01,0.01,Sure Thing,545264
1.5,36,0,0,0,0,0.18,0.12,0.06,Persuadable,545360
0.4,47,1,1,0,0,0.01,0.0,0.01,Sure Thing,545465
2.72,42,0,0,0,0,0.71,0.72,-0.01,Sure Thing,545652
2.33,20,0,1,0,0,0.46,0.31,0.14,Persuadable,545754
1.0,41,1,0,0,0,0.01,0.01,0.0,Sure Thing,547336
1.17,43,0,0,0,0,0.09,0.05,0.04,Sure Thing,547663
2.23,38,0,1,1,0,0.6,0.68,-0.08,Do Not Disturb,547911
4.12,42,1,1,1,0,0.65,0.65,-0.0,Sure Thing,547966
1.45,62,0,0,1,0,0.18,0.15,0.03,Sure Thing,548448
0.5,32,0,1,0,0,0.01,0.0,0.01,Sure Thing,549115
5.12,43,1,1,0,0,0.65,0.6,0.05,Sure Thing,549450
2.68,66,1,0,0,0,0.41,0.29,0.12,Persuadable,549759
0.95,28,1,1,0,0,0.01,0.01,0.01,Sure Thing,549777
0.87,46,1,0,0,0,0.01,0.01,0.0,Sure Thing,550868
0.25,35,0,1,0,0,0.01,0.01,0.0,Sure Thing,551560
1.07,44,0,0,0,0,0.11,0.02,0.09,Persuadable,551662
1.0,16,0,1,0,0,0.01,0.01,0.01,Sure Thing,552623
0.62,53,1,0,0,1,0.01,0.01,0.0,Sure Thing,551834
0.38,35,1,0,0,0,0.01,0.01,0.0,Sure Thing,551847
2.42,42,0,1,1,0,0.69,0.69,0.0,Sure Thing,552613
11.18,51,0,0,0,0,0.71,0.68,0.03,Sure Thing,553664
0.98,47,1,1,0,1,0.01,0.01,0.01,Sure Thing,553754
1.33,32,0,0,0,0,0.16,0.12,0.04,Sure Thing,553783
2.63,45,0,0,1,0,0.71,0.72,-0.01,Sure Thing,553943
1.25,39,0,1,0,0,0.11,0.1,0.0,Sure Thing,553967
1.12,23,0,0,0,0,0.08,0.04,0.03,Sure Thing,554217
4.35,37,0,0,1,0,0.67,0.68,-0.0,Sure Thing,554532
2.43,50,0,0,1,0,0.7,0.72,-0.02,Do Not Disturb,554801
0.77,18,0,0,0,0,0.01,0.0,0.01,Sure Thing,554866
3.28,48,1,1,1,1,0.67,0.68,-0.01,Sure Thing,555193
0.65,29,0,0,0,0,0.01,0.0,0.01,Sure Thing,555656
0.52,21,0,0,0,0,0.01,0.0,0.0,Sure Thing,555773
0.38,22,0,0,0,0,0.01,0.0,0.0,Sure Thing,555818
4.7,35,0,0,1,0,0.68,0.67,0.01,Sure Thing,556138
1.02,17,0,0,0,0,0.01,0.01,0.0,Sure Thing,556395
0.98,16,0,0,0,1,0.01,0.0,0.01,Sure Thing,556900
2.97,33,0,0,1,1,0.7,0.68,0.01,Sure Thing,557508
1.68,44,0,0,0,0,0.22,0.11,0.11,Persuadable,557643
8.33,37,0,0,1,1,0.69,0.67,0.03,Sure Thing,557876
0.23,16,0,0,0,0,0.01,0.0,0.01,Sure Thing,557986
0.27,48,1,0,0,0,0.01,0.01,0.01,Sure Thing,558081
2.5,33,1,1,0,0,0.66,0.65,0.01,Sure Thing,559146
1.15,37,0,0,1,0,0.08,0.05,0.03,Sure Thing,559345
2.43,46,0,1,0,0,0.7,0.69,0.0,Sure Thing,559368
2.43,52,1,0,1,0,0.68,0.71,-0.03,Do Not Disturb,559407
2.13,65,1,0,0,0,0.38,0.37,0.01,Sure Thing,559441
0.52,23,1,1,0,0,0.01,0.0,0.0,Sure Thing,559461
0.52,16,0,0,0,0,0.01,0.0,0.01,Sure Thing,559465
2.52,28,0,0,1,0,0.69,0.68,0.01,Sure Thing,559468
0.77,40,0,0,0,0,0.01,0.01,0.0,Sure Thing,559473
0.75,67,1,0,0,0,0.02,0.0,0.01,Sure Thing,559547
1.35,20,0,0,0,0,0.14,0.12,0.03,Sure Thing,559661
2.38,39,0,0,1,0,0.69,0.72,-0.03,Do Not Disturb,559712
1.35,45,1,0,0,0,0.15,0.12,0.04,Sure Thing,559775
0.63,50,1,0,0,0,0.01,0.01,0.01,Sure Thing,559787
2.43,56,1,1,1,1,0.58,0.57,0.01,Sure Thing,559846
1.0,16,0,0,0,0,0.01,0.01,0.0,Sure Thing,560015
0.25,49,0,0,0,0,0.01,0.01,0.0,Sure Thing,560035
0.87,48,1,0,0,0,0.01,0.01,0.01,Sure Thing,560065
2.37,54,1,0,0,0,0.67,0.71,-0.04,Do Not Disturb,560078
0.62,45,1,1,0,0,0.02,0.0,0.01,Sure Thing,560085
0.4,28,0,0,0,0,0.01,0.0,0.01,Sure Thing,560090
2.43,65,0,0,0,0,0.51,0.41,0.1,Persuadable,560279
3.87,43,1,0,1,0,0.68,0.68,0.0,Sure Thing,560374
0.5,66,1,0,0,0,0.02,0.0,0.01,Sure Thing,560495
1.75,50,0,0,0,0,0.23,0.11,0.12,Persuadable,560519
3.87,16,0,0,1,0,0.41,0.3,0.11,Persuadable,560529
3.68,40,0,0,1,0,0.7,0.69,0.01,Sure Thing,560627
1.57,31,0,0,0,0,0.19,0.12,0.07,Persuadable,560672
1.37,47,1,1,0,0,0.22,0.11,0.1,Persuadable,560680
1.23,51,1,0,0,1,0.1,0.12,-0.02,Sure Thing,560733
2.28,35,1,1,1,1,0.64,0.67,-0.03,Do Not Disturb,560739
3.25,41,1,0,1,1,0.68,0.71,-0.02,Do Not Disturb,560747
2.47,37,1,0,0,0,0.68,0.71,-0.02,Do Not Disturb,560796
0.88,53,1,0,0,1,0.01,0.01,0.0,Sure Thing,560870
1.27,52,0,0,0,0,0.21,0.11,0.1,Persuadable,560897
0.95,27,1,1,0,1,0.01,0.0,0.01,Sure Thing,560929
0.35,23,0,0,0,0,0.01,0.0,0.0,Sure Thing,560948
0.53,37,0,0,0,0,0.01,0.01,0.0,Sure Thing,560949
2.85,41,1,0,0,1,0.68,0.71,-0.02,Do Not Disturb,561013
0.63,24,0,0,0,0,0.01,0.0,0.01,Sure Thing,561054
1.62,47,1,0,0,0,0.22,0.12,0.1,Persuadable,164522
0.63,25,0,0,0,0,0.01,0.0,0.01,Sure Thing,395202
1.18,51,1,1,0,0,0.12,0.07,0.05,Persuadable,407434
0.37,54,1,1,0,0,0.01,0.0,0.01,Sure Thing,422066
1.25,42,0,0,0,0,0.1,0.1,-0.01,Sure Thing,438406
1.1,27,0,1,0,0,0.06,0.03,0.02,Sure Thing,441448
3.15,48,0,1,0,0,0.7,0.69,0.01,Sure Thing,454264
2.37,37,1,0,1,1,0.67,0.71,-0.03,Do Not Disturb,454430
0.38,27,0,0,0,0,0.01,0.0,0.01,Sure Thing,459486
1.83,24,1,1,0,0,0.25,0.17,0.08,Persuadable,469418
0.95,39,1,1,0,1,0.02,0.0,0.01,Sure Thing,472713
1.72,19,0,0,0,0,0.12,0.1,0.03,Sure Thing,478760
1.6,35,0,0,1,0,0.18,0.12,0.06,Persuadable,479071
1.23,36,1,1,0,0,0.13,0.12,0.01,Sure Thing,479785
2.18,45,1,0,0,0,0.63,0.68,-0.05,Do Not Disturb,481554
1.93,72,1,0,0,1,0.26,0.19,0.07,Persuadable,486046
3.5,25,0,0,1,1,0.59,0.62,-0.03,Do Not Disturb,486823
1.25,45,1,0,0,0,0.09,0.11,-0.02,Do Not Disturb,497475
3.12,16,0,0,1,1,0.48,0.32,0.15,Persuadable,498298
0.77,44,1,0,0,0,0.01,0.01,0.0,Sure Thing,499810
0.85,24,0,0,0,0,0.01,0.0,0.01,Sure Thing,503126
4.57,45,1,1,0,0,0.65,0.61,0.04,Sure Thing,503928
6.72,29,0,0,1,1,0.68,0.61,0.07,Persuadable,504320
0.13,25,0,1,0,0,0.01,0.0,0.01,Sure Thing,504859
2.32,36,1,1,1,0,0.66,0.68,-0.02,Do Not Disturb,507728
4.38,28,0,0,0,1,0.66,0.62,0.04,Sure Thing,512416
0.38,23,0,0,0,0,0.01,0.0,0.0,Sure Thing,512623
0.35,53,0,0,0,0,0.01,0.01,-0.0,Sure Thing,512631
1.52,42,0,0,0,0,0.22,0.11,0.11,Persuadable,512831
0.48,28,1,1,0,0,0.01,0.01,0.01,Sure Thing,513096
1.1,46,0,0,0,0,0.04,0.03,0.02,Sure Thing,513206
0.52,27,0,0,0,0,0.01,0.0,0.01,Sure Thing,513339
2.25,24,0,0,0,0,0.49,0.35,0.14,Persuadable,513661
0.52,27,0,0,0,0,0.01,0.0,0.01,Sure Thing,514926
0.82,25,0,0,0,1,0.01,0.0,0.01,Sure Thing,515258
0.65,42,1,1,0,0,0.02,0.0,0.01,Sure Thing,515529
2.2,22,0,1,1,0,0.47,0.35,0.12,Persuadable,515764
1.37,36,1,0,0,0,0.16,0.13,0.03,Sure Thing,516092
3.18,37,1,0,1,0,0.69,0.71,-0.02,Do Not Disturb,516375
3.35,27,0,0,1,0,0.65,0.67,-0.02,Do Not Disturb,516579
1.85,41,0,0,0,0,0.26,0.15,0.11,Persuadable,516679
1.15,37,0,1,0,0,0.09,0.04,0.05,Persuadable,516739
1.27,35,0,0,0,0,0.16,0.11,0.04,Sure Thing,517393
